company_number,charity_number
CE025905,1194830
CE029346,1199211
CE028541,1198182
CE025906,1195117
CE026555,1195659
CE028753,1198933
CE029460,1199358
CE025907,1194906
CE030078,1200180
CE029061,1199080
CE025028,1076385
CE025908,1194983
CE026377,1193570
CE027602,1197101
CE024930,1193548
CE027637,1197140
CE025909,1194463
CE029928,1199997
CE027449,1196916
CE025910,1194102
CE028906,1198785
CE026512,1195598
CE029336,1199197
CE027388,1196827
CE026951,1196218
CE027972,1197548
CE027283,1196551
CE027791,1197309
CE025918,1194938
CE026765,1195951
CE025919,1194116
CE026549,1195649
CE029492,1199380
CE025014,1193669
CE028345,1197931
CE026601,1195723
CE027470,1196940
CE027693,1197202
CE025913,1194003
CE027889,1197434
CE029785,1199736
CE030027,1200120
CE025920,1194539
CE025921,1195112
CE024804,1193385
CE025033,1154044
CE029899,1199959
CE029638,1199568
CE025019,1193675
CE026932,1196193
CE029645,1199576
CE025922,1194518
CE026679,1195836
CE027742,1197257
CE024948,1193587
CE028219,1196606
CE026976,1196250
CE026716,1195886
CE027599,1197098
CE025923,1194406
CE029199,1198609
CE029951,1200023
CE026896,1196149
CE025924,1193730
CE028329,1197906
CE025925,1194914
CE025926,1194506
CE028465,1198085
CE029351,1199218
CE026438,1195505
CE025927,1195079
CE027102,1196431
CE027158,1196500
CE028040,1197625
CE025009,1193662
CE028365,1197954
CE025928,1195234
CE029288,1199135
CE025929,1193799
CE025930,1194196
CE029119,1198499
CE024944,1071276
CE028682,1198360
CE025931,1194195
CE027517,1196997
CE030020,1200111
CE025932,1194123
CE026534,1195631
CE027857,1197396
CE028793,1198884
CE027854,1197391
CE027239,1196650
CE029380,1199252
CE026405,1195456
CE025933,1195262
CE027872,1197411
CE028673,1198349
CE025934,1195168
CE026871,1196091
CE028836,1198690
CE026994,1196274
CE029530,1199430
CE029681,1199619
CE029694,1199635
CE027574,1197069
CE026706,1195869
CE029495,1199383
CE025935,1194510
CE029343,1199208
CE029869,1199904
CE026365,1192510
CE027238,1196647
CE028868,1198730
CE028204,1196412
CE024922,1193540
CE026692,1195850
CE025912,1194749
CE030007,1200094
CE026613,1195740
CE026874,1196094
CE026485,1195567
CE024985,1193633
CE028777,1198908
CE028864,1198722
CE024972,1193618
CE028567,1198215
CE026619,1195749
CE029127,1198509
CE028152,1197787
CE025068,1195301
CE025914,1194911
CE025915,1194876
CE028435,1198041
CE028608,1198258
CE025916,1194184
CE025917,1194266
CE027750,1197270
CE026836,1196040
CE025936,1194524
CE025937,1195207
CE025168,1195379
CE028684,1198362
CE026877,1196098
CE028569,1198217
CE030022,1200114
CE028213,1196599
CE025938,1194667
CE025939,1194662
CE025940,1195256
CE029666,1199602
CE026553,1161351
CE026783,1195973
CE024886,1193495
CE026539,1161351
CE029361,1199231
CE028468,1198088
CE029762,1199708
CE028519,1198156
CE029314,1199169
CE025941,1194933
CE029231,1198649
CE024786,1193360
CE026659,1195816
CE028210,1196596
CE028305,1197852
CE025942,1194151
CE027284,1196553
CE027580,1197076
CE026897,1196150
CE026808,1196005
CE025943,1194478
CE027408,1196869
CE029852,1199845
CE029590,1199505
CE027028,1196321
CE025944,1193698
CE025945,1194209
CE029367,1199238
CE026457,1195528
CE024908,1193522
CE028248,1196840
CE028298,1197845
CE024890,1193500
CE029654,1199587
CE028624,1198279
CE029137,1198524
CE025946,1194558
CE029067,1198431
CE030030,1200123
CE026610,1195736
CE027189,1196564
CE029647,1199580
CE025947,1194430
CE028455,1198066
CE028224,1196611
CE027617,1197118
CE027204,1196582
CE028905,1198783
CE028726,1147604
CE025948,1194648
CE029124,1198504
CE027261,1196681
CE029979,1200060
CE029623,1199549
CE025949,1194892
CE027008,1196291
CE025167,1195378
CE029900,1199960
CE029208,1198618
CE024982,1193630
CE029541,1199446
CE026529,1195624
CE027133,1196467
CE028751,1198930
CE028169,1195766
CE027438,1196904
CE027662,1197172
CE027285,1196554
CE026518,1195605
CE025950,1194517
CE028073,1197670
CE025951,1194048
CE025952,1194879
CE027217,1196621
CE028866,1198727
CE028005,1197588
CE028450,1198059
CE025953,1194766
CE029598,1199515
CE029674,1199610
CE026740,1195920
CE027000,1196282
CE027208,1196586
CE030005,1200092
CE028390,1197985
CE027794,1197313
CE026520,1195612
CE027609,1197109
CE025954,1193886
CE026602,1195724
CE025114,1193972
CE025031,0502132
CE026533,1195630
CE028393,1197989
CE027095,1196423
CE025955,1194929
CE026776,1195963
CE027412,1196875
CE025956,1194135
CE029063,1199082
CE026507,1195593
CE024841,1193435
CE026621,1195752
CE029996,1200080
CE024787,1193361
CE028088,1197691
CE028108,1197726
CE028784,1198915
CE025957,1194581
CE027277,1196541
CE027954,1197525
CE028484,1198107
CE028816,1198667
CE028079,1197678
CE028663,1198336
CE024774,1193347
CE027643,1197148
CE029139,1198526
CE030064,1200162
CE029842,1199818
CE029998,1200082
CE028109,1197727
CE028765,1198949
CE029897,1199956
CE025979,1194997
CE029145,1198533
CE029211,1198622
CE028858,1198716
CE029412,1199294
CE029181,1198578
CE028061,1197655
CE028681,1198359
CE028935,1198822
CE027340,1196752
CE029864,1199894
CE026630,1195778
CE027050,1196345
CE027582,1197078
CE028444,1198052
CE029643,1199574
CE030047,1200143
CE025958,1194507
CE025959,1194822
CE025960,1194092
CE028830,1198683
CE028940,1198829
CE027222,1196630
CE027566,1197058
CE026524,1195618
CE028767,1198951
CE025961,1194767
CE027453,1196920
CE028969,1198865
CE027344,1196757
CE027289,1196558
CE028819,1198671
CE025962,1194313
CE028766,1198950
CE029538,1199442
CE025963,1193844
CE028900,1198775
CE027014,1196304
CE026868,1196090
CE027060,1196357
CE029966,1200042
CE028888,1198756
CE028577,1198226
CE027268,1196689
CE029726,1199667
CE029246,1198974
CE026964,1196232
CE025964,1193887
CE029302,1199154
CE026752,1195934
CE027264,1196684
CE027608,1197108
CE027445,1196911
CE027448,1196915
CE027801,1197321
CE024831,1193421
CE025965,1195006
CE025966,1193803
CE026482,1195564
CE026973,1196244
CE026655,1195811
CE027375,1196810
CE029692,1199633
CE025967,1194528
CE025968,1194141
CE026492,1195576
CE027604,1197103
CE026615,1195742
CE030031,1200125
CE025969,1194670
CE029811,1199769
CE025970,1194741
CE029341,1199203
CE027690,1197199
CE024875,1193477
CE025971,1194783
CE029076,1198442
CE028429,1198033
CE025034,1124346
CE025086,1193931
CE025972,1194900
CE025973,1194382
CE027584,1197081
CE028814,1198664
CE027398,1196837
CE029187,1198584
CE025974,1194930
CE029214,1198626
CE025975,1193866
CE027054,1133307
CE025976,1194312
CE026805,1196001
CE028518,1198155
CE029687,1199623
CE026453,1195522
CE024773,1193344
CE029663,1199599
CE025977,1195098
CE029738,1199678
CE029549,1199455
CE025978,1194535
CE027576,1197071
CE027789,1197306
CE029325,1199184
CE029283,1199126
CE029168,1198562
CE029406,1199282
CE025993,1194623
CE025994,1194340
CE027744,1197259
CE024824,1193412
CE029482,1199366
CE028037,1197622
CE026669,1195826
CE026000,1195205
CE028188,1196127
CE025995,1194295
CE026001,1193905
CE027875,1197415
CE026002,1194580
CE028234,1196767
CE025996,1195266
CE028070,1197667
CE029649,1199582
CE027563,1197057
CE029324,1199182
CE026003,1194640
CE028239,1196772
CE025997,1193715
CE025999,1195230
CE025998,1193720
CE028863,1198721
CE026004,1194029
CE027681,1197190
CE026983,1196259
CE026005,1194106
CE029595,1199512
CE026006,1193726
CE026674,1195831
CE029115,1198495
CE026007,1193775
CE025107,1193960
CE025004,1193656
CE028661,1198334
CE027184,1196529
CE026008,1194180
CE026009,1194570
CE026010,1194077
CE027137,1196474
CE026011,1193899
CE026012,1194779
CE028258,1196857
CE029155,1198545
CE026013,1193765
CE026014,1194538
CE029608,1199528
CE026015,1195099
CE025097,1193948
CE028617,1198270
CE026016,1194450
CE029573,1199483
CE030054,1200150
CE026329,1195407
CE026017,1194844
CE027916,1197470
CE026018,1194271
CE026019,1194514
CE027509,1196989
CE029578,1199490
CE026614,1195741
CE029754,1199699
CE026413,1195465
CE029625,1199551
CE028021,1197607
CE026020,1194800
CE026837,1196041
CE027776,1145491
CE029463,1199361
CE029977,1200058
CE027793,1042757
CE028014,1197598
CE028748,1198926
CE025980,1195129
CE024882,1193489
CE028166,1195763
CE029614,1199536
CE028033,1149770
CE028035,1149770
CE030057,1200153
CE027159,1115052
CE027175,1115052
CE025982,1194687
CE029442,1199333
CE025983,1194136
CE025984,1195177
CE029157,1198547
CE025080,1193925
CE029131,1198513
CE024822,1193410
CE028346,1197933
CE029485,1199370
CE026596,1195716
CE026592,1195710
CE024933,1193551
CE024935,1193553
CE028446,1198055
CE025124,1195308
CE026419,1195473
CE025985,1195111
CE026385,1193582
CE025986,1195132
CE028225,1196612
CE029739,1199680
CE027191,1196566
CE025987,1195186
CE028670,1198345
CE026782,1195971
CE028929,1198815
CE029859,1199873
CE030083,1200185
CE028180,1196069
CE025988,1194594
CE028184,1196121
CE025989,1193779
CE026826,1196029
CE025990,1194485
CE025991,1194439
CE024991,1193640
CE026696,1195855
CE025992,1194839
CE028844,1198700
CE028815,1198665
CE029790,1199743
CE024870,1193472
CE028924,1198808
CE029043,1199054
CE029104,1198484
CE029122,1198502
CE028238,1196771
CE026028,1194945
CE026029,1194349
CE029949,1200020
CE024866,1193468
CE026623,1195754
CE029237,1198963
CE028039,1197624
CE026828,1196031
CE026990,1114768
CE027003,1114768
CE028708,8711291
CE026400,1195446
CE028958,1198853
CE026031,1195054
CE029850,1199837
CE028902,1198778
CE029144,1198532
CE026021,1194622
CE027007,1196289
CE028315,1197887
CE028554,1198200
CE029950,1200022
CE026022,1194996
CE028707,1147172
CE028709,1147172
CE028367,1197956
CE026586,1195702
CE028038,1197623
CE027504,1196985
CE027877,1197418
CE028527,1198166
CE029233,1198652
CE026023,1193736
CE027089,1196415
CE029107,1198487
CE029793,1199746
CE029854,1199848
CE030096,1200203
CE029260,1199096
CE026024,1194110
CE027382,1196817
CE027479,1196950
CE027210,1196588
CE025036,1141166
CE026025,1193708
CE028683,1198361
CE026026,1194649
CE028996,1198995
CE029424,1199309
CE026599,1195721
CE027229,1196639
CE028192,1196132
CE029041,1199050
CE029698,1199640
CE027006,1196288
CE028719,1198405
CE028024,1197610
CE026027,1195246
CE029589,1199504
CE029550,1199456
CE027178,1196521
CE028436,1198042
CE028273,1197816
CE026996,1196277
CE030088,1200191
CE025038,1153579
CE028095,1197709
CE026588,1195705
CE026961,1196229
CE028861,1198719
CE029227,1198644
CE026041,1194536
CE027201,1196578
CE026042,1194171
CE026376,1193569
CE025103,1193955
CE026043,1194064
CE029081,1198452
CE027085,1196394
CE026044,1194855
CE026933,1196194
CE026045,1195249
CE026414,1195466
CE026556,1195660
CE024826,1193414
CE028486,1198110
CE026046,1194958
CE029831,1199799
CE026047,1194456
CE026048,1194197
CE027441,1196907
CE029503,1199392
CE028913,1198796
CE028570,1198218
CE026770,1195957
CE026049,1194560
CE030019,1200110
CE026618,1195748
CE026704,1195867
CE029134,1198519
CE030099,1200207
CE029714,1199655
CE029402,1199278
CE025151,1195352
CE028466,1198086
CE026032,1193761
CE027510,1196990
CE027421,1196886
CE026033,1194247
CE029234,1198959
CE026034,1194745
CE028949,1198841
CE027569,1197061
CE029667,1199603
CE028453,1198063
CE026035,1194348
CE024906,1193519
CE026036,1194452
CE028434,1198040
CE028404,1198004
CE026037,1194584
CE026038,1194118
CE026039,1193839
CE026040,1194405
CE028267,1197503
CE029807,1199765
CE029166,1198559
CE027927,1197480
CE030085,1200188
CE029213,1198625
CE024884,1193491
CE026587,1195704
CE028091,1197698
CE028499,1198131
CE028029,1197616
CE029968,1200046
CE029171,1198566
CE026030,1194954
CE029075,1198441
CE026364,1192509
CE027020,1196311
CE026992,1196272
CE026051,1193754
CE029992,1200076
CE026052,1194461
CE026053,1194381
CE026054,1194985
CE026055,1194024
CE027113,1196443
CE026056,1194820
CE028820,1198672
CE024830,1193419
CE028601,1198250
CE025177,1195286
CE027547,1197038
CE030109,1200218
CE028133,1197758
CE026914,1196175
CE029173,1198570
CE028606,1198256
CE027743,1197258
CE028080,1197679
CE024998,1193650
CE024828,1193416
CE025178,1193691
CE027837,1149634
CE027925,1149634
CE029349,1199215
CE025179,1193860
CE027555,1197048
CE025180,1194860
CE025181,1194206
CE027894,1197442
CE029247,1198975
CE028762,1198946
CE025182,1194544
CE029893,1199952
CE030029,1200122
CE027897,1197447
CE027057,1196352
CE027211,1196590
CE028019,1197604
CE027601,1197100
CE025183,1195069
CE027536,1197023
CE025184,1193709
CE025185,1194872
CE029974,1200052
CE028237,1196770
CE027730,1197242
CE028542,1198183
CE027320,1196731
CE029887,1199944
CE028566,1198214
CE028584,1198232
CE028827,1198679
CE025186,1193892
CE025187,1194377
CE026663,1195820
CE028738,1197870
CE026999,1196281
CE025188,1194881
CE028857,1198715
CE027094,1196422
CE028918,1198801
CE028664,1198337
CE026597,1195718
CE025189,1195215
CE026050,1194982
CE027524,1197007
CE028725,1106538
CE027976,1197552
CE029170,1198565
CE025063,1195295
CE028687,1198366
CE027369,1196802
CE027890,1197437
CE027727,1197239
CE028202,1196410
CE028761,1198945
CE025192,1194448
CE027966,1197540
CE029268,1199106
CE026425,1195482
CE029027,1199035
CE025193,1194537
CE025194,1194717
CE026804,1196000
CE029648,1199581
CE026930,1196191
CE025195,1194350
CE026328,1195406
CE028611,1198263
CE026858,1196079
CE028488,1198112
CE028792,1198883
CE027111,1196441
CE025196,1194990
CE027981,1197558
CE030067,1200166
CE025197,1195279
CE027541,1197031
CE027899,1197449
CE029409,1199288
CE028813,1198663
CE025198,1194451
CE029364,1199235
CE026332,1195410
CE026455,1195525
CE029650,1199583
CE027587,1197087
CE028048,1197636
CE027059,1196354
CE025199,1194576
CE026495,1195579
CE029745,1199687
CE028469,1198089
CE024891,1193501
CE025200,1195022
CE027525,1197008
CE027852,1197389
CE028504,1198137
CE025201,1195083
CE025162,1195370
CE026708,1195872
CE027990,1197570
CE028818,1198670
CE027406,1196866
CE026963,1196231
CE026644,1195799
CE027864,1197402
CE024862,1193462
CE030063,1200160
CE028501,1198133
CE025190,1194693
CE025073,1195307
CE029230,1198648
CE027182,1196527
CE026519,1195608
CE025191,1194864
CE029544,1199449
CE029706,1199645
CE026779,1195968
CE025216,1194720
CE027884,1197428
CE028717,1198403
CE024994,1193644
CE024893,1193505
CE030002,1200088
CE028899,1198773
CE025217,1195155
CE024820,1193408
CE028540,1198181
CE025218,1194174
CE027429,1196895
CE029596,1199513
CE025202,1195104
CE027728,1197240
CE026903,1196161
CE028253,1196850
CE029360,1199230
CE026985,1196264
CE028223,1196610
CE029074,1198440
CE029682,1199620
CE027729,1197241
CE027266,1196686
CE025203,1194239
CE025204,1193697
CE026444,1195513
CE029677,1199614
CE024860,1193460
CE025205,1194686
CE027650,1123735
CE027674,1123735
CE025206,1195087
CE029205,1198615
CE027523,1197006
CE027558,1197051
CE029759,1199704
CE027712,1197224
CE029029,1174656
CE027063,1196368
CE029225,1198641
CE027498,1196975
CE025207,1195254
CE029389,1199263
CE025208,1194736
CE027768,1197291
CE027434,1196900
CE028835,1198688
CE026431,1195491
CE028907,1198787
CE025209,1194434
CE026433,1195496
CE028930,1198816
CE028654,1198324
CE029103,1198483
CE027822,1197344
CE030023,1200116
CE026840,1196044
CE026855,1196075
CE026407,1195458
CE025210,1193907
CE029513,1199406
CE028976,1198873
CE026727,1195902
CE028121,1197742
CE025125,1195309
CE028593,1198241
CE026846,1196052
CE027373,1196808
CE028405,1143195
CE027915,1197469
CE027578,1197074
CE029111,1198491
CE026374,1193567
CE025211,1194104
CE027921,1197475
CE025212,1194858
CE028354,1197941
CE025213,1194306
CE027554,1197047
CE026583,1195699
CE029765,1199711
CE029309,1199163
CE029222,1198636
CE025214,1194626
CE027087,1196396
CE025215,1195184
CE024845,1193443
CE026191,1194192
CE027830,1197352
CE024958,1193600
CE027363,1196794
CE029516,1199410
CE026922,1196183
CE027649,1197154
CE026192,1194006
CE024780,1193353
CE027516,1196996
CE025138,1195323
CE027958,1197529
CE024919,1193536
CE027125,1196457
CE026193,1194786
CE024942,1193561
CE029352,1199219
CE024874,1193476
CE026608,1195733
CE027891,1197439
CE026652,1195808
CE029190,1198587
CE030035,1200130
CE027161,1196503
CE029427,1199313
CE029577,1199488
CE028246,1196780
CE026324,1195400
CE024837,1193429
CE025219,1194082
CE026931,1196192
CE028647,1198312
CE025220,1194426
CE028991,1198987
CE026464,1195537
CE027166,1196508
CE029160,1198552
CE024762,1193330
CE025221,1194777
CE025222,1195217
CE027192,1196567
CE026609,1195735
CE029789,1199742
CE027766,1197288
CE029501,1199389
CE026185,1193738
CE027338,1196750
CE028236,1196769
CE029640,1199570
CE028055,1197645
CE028688,1198368
CE024980,1193626
CE025133,1195318
CE027377,1196812
CE027049,1196343
CE027975,1197551
CE026186,1195138
CE026557,1195661
CE028592,1198240
CE026187,1195141
CE024775,1193348
CE025053,1194099
CE027886,1197431
CE026188,1194602
CE027311,1196716
CE029904,1199964
CE026189,1193788
CE027041,1151974
CE027042,1151974
CE027119,1196449
CE027403,1196860
CE026580,1195696
CE026684,1195841
CE027213,1064237
CE027127,1196460
CE026190,1194050
CE029613,1199535
CE027503,1196984
CE030008,1200095
CE028264,1197499
CE026194,1195137
CE026474,1195553
CE026195,1195088
CE027983,1197560
CE026738,1195918
CE027561,1197055
CE027957,1197528
CE026731,1195910
CE027781,1197297
CE026196,1194752
CE027116,1196446
CE027281,1196547
CE025136,1195321
CE026197,1194671
CE024767,1193338
CE029178,1198575
CE028880,1198745
CE026325,1195401
CE029148,1198536
CE026510,1195596
CE024815,1193401
CE026678,1195835
CE029839,1199811
CE028674,1198350
CE028538,1198179
CE030011,1200098
CE029601,1199519
CE029491,1199379
CE026198,1194126
CE027700,1197211
CE029398,1199272
CE027810,1197330
CE027215,1196589
CE029195,1198598
CE028737,1197869
CE028410,1198011
CE026929,1196190
CE029016,1199022
CE027917,1197471
CE028598,1198246
CE029684,1199622
CE027491,1196965
CE029298,1199148
CE026199,1194008
CE027748,1197267
CE028658,1198329
CE026200,1194705
CE026736,1195916
CE026201,1194819
CE026202,1193833
CE026203,1193764
CE024914,1193529
CE026204,1194311
CE026624,1195755
CE029435,1199327
CE026205,1194458
CE026484,1195566
CE025011,1193664
CE026206,1195203
CE027475,1196946
CE028642,1198303
CE029035,1199044
CE028321,1197896
CE026778,1195967
CE026207,1194621
CE029344,1199209
CE029907,1199967
CE029661,1199597
CE026216,1194428
CE027298,1196699
CE028934,1198821
CE026605,1195728
CE027393,1196833
CE026217,1193902
CE029212,1198623
CE026218,1194187
CE029917,1199980
CE029981,1200062
CE026790,1195981
CE028588,1198237
CE026219,1194291
CE028470,1198091
CE026841,1196045
CE029993,1200077
CE029494,1199382
CE026528,1195622
CE029924,1199993
CE028256,1196853
CE027571,1197064
CE029350,1199216
CE026821,1196023
CE026372,1192523
CE029719,1142825
CE028260,1197380
CE027170,1196512
CE026718,1195888
CE029566,1199476
CE026220,1194460
CE028242,1196776
CE027850,1197374
CE029022,1199029
CE026221,1194994
CE028027,1197613
CE026823,1116071
CE026222,1194638
CE029219,1198633
CE027876,1197416
CE030107,1200216
CE027423,1196888
CE027782,1197298
CE029622,1199548
CE028334,1197914
CE029106,1198486
CE026420,1195475
CE028881,1198746
CE029628,1199555
CE027076,1196380
CE026208,1194241
CE029794,1199749
CE026591,1195709
CE029098,1198476
CE027670,1197180
CE028585,1198233
CE026209,1194263
CE026711,1195876
CE026210,1195080
CE027109,1196439
CE027187,1196534
CE026398,1195442
CE026211,1194352
CE027454,1196922
CE028200,1196408
CE026212,1194919
CE029342,1199204
CE029725,1199666
CE027018,1196308
CE028123,1197744
CE024966,1193611
CE026213,1194704
CE026214,1194325
CE029693,1142825
CE026215,1193835
CE024807,1193388
CE027855,1197392
CE028148,1197779
CE029274,1199113
CE027431,1196897
CE027519,1197002
CE028776,1198906
CE029888,1187681
CE027932,1197487
CE029100,1198478
CE029021,1199028
CE026662,1195819
CE029000,1198999
CE028874,1198736
CE027164,1196506
CE027746,1197263
CE028150,1197781
CE029955,1200028
CE027905,1197458
CE026223,1194577
CE030041,1200136
CE026660,1195818
CE030024,1200117
CE029574,1199484
CE027045,1196339
CE028207,1196592
CE026224,1195008
CE026437,1195504
CE027424,1196889
CE028867,1198729
CE026225,1194115
CE028802,1198899
CE028496,1198125
CE026226,1194427
CE024782,1193355
CE026227,1194702
CE027150,1196489
CE026228,1194159
CE027684,1197193
CE025001,1193653
CE029357,1199226
CE026229,1193826
CE026230,1194564
CE028736,1197868
CE026231,1194744
CE029488,1199375
CE026232,1194999
CE026741,1195921
CE026233,1194527
CE028280,1197824
CE025119,1193978
CE026870,1090707
CE026869,1090707
CE024900,1193513
CE026234,1194152
CE026235,1195016
CE026421,1195477
CE026339,1195419
CE029531,1199431
CE027055,1196350
CE027676,1197185
CE026243,1194257
CE029286,1199133
CE029099,1198477
CE029368,1199239
CE026680,1195837
CE027480,1196953
CE027223,1196631
CE026689,1195846
CE027988,1131731
CE028286,1197829
CE027644,1197149
CE026245,1194051
CE024835,1193425
CE029065,1199084
CE029328,1199187
CE026246,1194383
CE028247,1196781
CE029701,1199643
CE027265,1196685
CE028161,1195757
CE027551,1197043
CE030060,1200156
CE028500,1198132
CE026247,1194063
CE026248,1194176
CE026249,1194713
CE027186,1196531
CE028629,1198287
CE028185,1196122
CE029856,1199861
CE028780,1198911
CE028692,1198375
CE029772,1199719
CE027922,1197476
CE026236,1194738
CE027278,1196542
CE026939,1196201
CE027696,1197206
CE027327,1196740
CE028332,1197912
CE028423,1198027
CE029020,1199027
CE026237,1194833
CE028764,1198948
CE030076,1200177
CE027292,1196562
CE028016,1197600
CE027209,1196587
CE026238,1193874
CE030101,1200209
CE029715,1199656
CE026627,1195775
CE029082,1198453
CE028032,1197621
CE026239,1195020
CE029865,1199895
CE029423,1129612
CE029437,1129612
CE029866,1199899
CE024912,1193527
CE029704,1199647
CE027120,1196451
CE026854,1196074
CE027073,1196377
CE027294,1196695
CE028328,1197904
CE029636,1199566
CE028146,1197777
CE026829,1196032
CE028828,1198680
CE029946,1200017
CE029748,1199690
CE026240,1194467
CE025091,1193941
CE028409,1198010
CE030084,1200187
CE028437,1198043
CE027611,1197111
CE025082,1193927
CE028271,1197813
CE028983,1198881
CE027329,1196742
CE029858,1199871
CE029294,1199142
CE028801,1198898
CE029079,1198448
CE026241,1193811
CE028656,1198327
CE026242,1194101
CE026878,1196099
CE029498,1199386
CE028891,1198759
CE026261,1195281
CE028454,1198065
CE029048,1199060
CE028677,1198353
CE028058,1197650
CE029635,1199565
CE030058,1200154
CE030028,1200121
CE027100,1196429
CE027970,1197546
CE026843,1196049
CE027668,1197178
CE026262,1195092
CE026263,1194004
CE026336,1195415
CE026594,1195713
CE026786,1195976
CE026620,1195751
CE028416,1198018
CE026264,1193733
CE029959,1200033
CE029121,1198501
CE029803,1199761
CE027680,1197189
CE025120,1193979
CE026777,1195965
CE027079,1196386
CE027570,1197062
CE026265,1194188
CE029798,1199754
CE026266,1194228
CE026267,1195167
CE028301,1197848
CE026250,1194757
CE026251,1193714
CE030097,1200204
CE026970,1196239
CE027196,1196571
CE027226,1196634
CE030009,1200096
CE028352,1197938
CE026252,1193734
CE027099,1196428
CE028841,1198697
CE029707,1199646
CE026253,1194394
CE026254,1194331
CE028401,1198000
CE028883,1198748
CE026255,1193852
CE027627,1197131
CE028539,1198180
CE026256,1193913
CE029908,1199969
CE027194,1196569
CE024899,1193512
CE026989,1196270
CE026257,1194995
CE026259,1194553
CE027836,1197378
CE027882,1197425
CE028141,1197770
CE029929,1199999
CE026449,1195518
CE029564,1199472
CE027991,1197571
CE027305,1196709
CE026343,1195422
CE026268,1193910
CE027312,1196717
CE028227,1196615
CE026589,1195706
CE025112,1193969
CE026755,1195939
CE024905,1193518
CE026641,1195796
CE028424,1198028
CE026570,1195680
CE026794,1195986
CE029675,1199611
CE028786,1198918
CE025074,1193918
CE026322,1195397
CE028938,1198826
CE028046,1197634
CE027282,1196548
CE026585,1195701
CE028605,1198255
CE024901,1193514
CE025037,1121252
CE029903,1199963
CE029058,1199077
CE028326,1197901
CE028274,1197817
CE026269,1194165
CE027443,1196909
CE027556,1197049
CE027023,1196315
CE029392,1199266
CE029521,1199419
CE028099,1197714
CE027385,1196823
CE029820,1199797
CE029555,1111480
CE027319,1196728
CE029146,1198534
CE027816,1197338
CE027685,1197194
CE028122,1197743
CE029535,1199439
CE024806,1193387
CE028449,1198058
CE028591,1198239
CE026270,1194231
CE026472,1195551
CE026271,1194150
CE027153,1196495
CE028796,1198889
CE027450,1196917
CE026633,1195782
CE026638,1195793
CE024805,1193386
CE026272,1195247
CE029750,1199695
CE026273,1194219
CE026274,1194035
CE029025,1199032
CE027236,1196645
CE026275,1193701
CE026276,1194592
CE027675,1197184
CE026944,1196207
CE027350,1196761
CE026666,1195823
CE026479,1195560
CE027635,1197138
CE028072,1197669
CE029984,1200067
CE025029,1131008
CE029631,1199560
CE027043,1196337
CE026244,1194630
CE028711,1198395
CE027945,1197512
CE028620,1058694
CE028222,1196609
CE029947,1200018
CE027273,1196537
CE026297,1194272
CE027255,1196673
CE024798,1193375
CE026508,1195594
CE026277,1194234
CE026278,1194438
CE026949,1196215
CE026728,1195906
CE026279,1195047
CE027807,1197327
CE027075,1196379
CE027307,1196711
CE024898,1193511
CE029038,1199047
CE026979,1196253
CE029432,1199322
CE026282,1194014
CE028535,1198176
CE029129,1198511
CE027135,1196472
CE026280,1194300
CE029776,1199724
CE024777,1193350
CE026281,1193737
CE029709,1199649
CE026867,1196089
CE024929,1193547
CE026379,1193572
CE028512,1198147
CE026283,1194750
CE026955,1196222
CE027356,1196786
CE026284,1194511
CE026714,1195880
CE029272,1199111
CE029539,1199444
CE026285,1194341
CE024986,1193634
CE029791,1199744
CE024865,1193467
CE027310,1196715
CE026286,1195150
CE027345,1196759
CE026287,1194802
CE029101,1198481
CE030001,1200087
CE026563,1195667
CE029902,1199962
CE026288,1194083
CE028772,1198958
CE026289,1194862
CE027600,1197099
CE028009,1197593
CE028837,1198691
CE026290,1194956
CE026291,1195174
CE028838,1198692
CE026526,1195620
CE028805,1198654
CE028547,1198192
CE026468,1195543
CE026292,1194609
CE028671,1198347
CE027171,1196513
CE028968,1198863
CE027989,1197569
CE027797,1197316
CE029838,1199810
CE026293,1194218
CE027177,1196520
CE026294,1194771
CE026295,1194395
CE028714,1198399
CE028318,1197892
CE026296,1195025
CE028729,1197861
CE028967,1198862
CE028397,1197996
CE026713,1195879
CE028120,1197740
CE029936,1200007
CE024770,1193341
CE028543,1198185
CE028464,1198084
CE029920,1199983
CE030095,1200202
CE026699,1195859
CE027885,1197429
CE026089,1195185
CE028041,1197627
CE025132,1195317
CE026451,1195520
CE027202,1196579
CE026411,1195463
CE026306,1194631
CE029243,1198971
CE026307,1194310
CE028096,1197710
CE026830,1196033
CE028993,1198992
CE024978,1080327
CE024788,1193364
CE029617,1199539
CE027879,1197421
CE029731,1199673
CE026298,1194520
CE027871,1197410
CE028956,1198851
CE029672,1199608
CE029428,1199315
CE026299,1195252
CE028910,1198792
CE026300,1193996
CE028417,1198019
CE027047,1196341
CE028842,1198698
CE027951,1197520
CE029923,1199992
CE026301,1194226
CE028829,1198681
CE026895,1196148
CE029118,1198498
CE029721,1199661
CE028433,1198039
CE028807,1198657
CE026302,1195162
CE029232,1198650
CE026303,1194435
CE028731,1197863
CE026304,1195130
CE026305,1195175
CE028221,1196608
CE029154,1198543
CE029877,1199923
CE029876,1199922
CE029031,1199037
CE027080,1196387
CE029047,1199059
CE028030,1197619
CE027462,1196932
CE026085,1195273
CE029377,1199249
CE029456,1199354
CE028980,1198878
CE025172,1195386
CE026086,1194031
CE029090,1198465
