org_id,alternative_name,set_as_primary,
GB-NIC-100539,The Trevor Guy Memorial Bursary,
GB-NIC-100542,UYC,
GB-NIC-100543,IDFFA,
GB-NIC-100544,CCGT,
GB-NIC-100549,Moira NSP Church,
GB-NIC-100551,TBF,
GB-NIC-100554,OSSHG,
GB-NIC-100556,NIPSA Global Solidarity and Developing World Fund,
GB-NIC-100557,FOCUS: THE IDENTITY TRUST,
GB-NIC-100558,Sp.I.N.I.,
GB-NIC-100560,Evangelical Book Shop,
GB-NIC-100562,PAUSE,
GB-NIC-100563,B.& C.D.R. Company Ltd,
GB-NIC-100566,CWA NI,
GB-NIC-100569,The Pepper Johns Centre,
GB-NIC-100577,TRM,
GB-NIC-100579,TIDAL,
GB-NIC-100580,F.O.C.U.S.,
GB-NIC-100581,OBGC,
GB-NIC-100582,Friends of Kilclief Parents' Association,
GB-NIC-100583,Welcome House,
GB-NIC-100584,Karmel Trust,
GB-NIC-100585,Contemporary Christianity (Northern Ireland) Limited,
GB-NIC-100587,Belfast Healthy Cities Project Limited,
GB-NIC-100590,BANI,
GB-NIC-100596,S.H.I.P,
GB-NIC-100599,DPF,
GB-NIC-100600,CRDA LTD,
GB-NIC-100603,EYF,
GB-NIC-100607,The Catholic Guides of Ireland (Northern Region),
GB-NIC-100610,No,
GB-NIC-100612,GWN,
GB-NIC-100614,TFS,
GB-NIC-100621,St Mary's Primary School PTFA,
GB-NIC-100627,St Aidan's PTFA,
GB-NIC-100628,Northern Ireland Community Addiction Services (NICAS),
GB-NIC-100629,AE Ireland,
GB-NIC-100630,JCC,
GB-NIC-100631,Manna,
GB-NIC-100632,Dungannon YFC,
GB-NIC-100636,Golf United,
GB-NIC-100642,FADDA,
GB-NIC-100646,WISPA,
GB-NIC-100647,HOLYWOOD U3A,
GB-NIC-100649,THE OLD INSTONIANS BENEVOLENT FUND,
GB-NIC-100653,The Royal Inniskilling Fusiliers Regimental Museum,
GB-NIC-100658,FRCI,
GB-NIC-100659,SACC,
GB-NIC-100663,ARCHES,
GB-NIC-100665,Tagit,
GB-NIC-100667,Dún Uladh Limited,
GB-NIC-100669,FoK,
GB-NIC-100671,NACV,
GB-NIC-100678,CAC (New Life Sanctuary),
GB-NIC-100679,HOPE MINISTRIES,
GB-NIC-100682,Southcity,
GB-NIC-100683,BCDMRS,
GB-NIC-100684,Pond Park Nursery,
GB-NIC-100687,LCF,
GB-NIC-100689,Fermanagh Live (FLive),
GB-NIC-100690,CILNI,
GB-NIC-100699,The Mourne Lodge,
GB-NIC-100704,LBCA,
GB-NIC-100708,Links,
GB-NIC-100709,UBKA,
GB-NIC-100711,"NI Orienteering, NIOA or NIO",
GB-NIC-100712,ELSSA,
GB-NIC-100714,Mid Ulster Victims Empowerment Project,
GB-NIC-100716,Apostolic Work,
GB-NIC-100717,Wallace High School PTA,
GB-NIC-100721,CSG,
GB-NIC-100722,ACDA,
GB-NIC-100724,BBSRC,
GB-NIC-100727,Stepping Stones NI,
GB-NIC-100730,Homeplus,
GB-NIC-100732,BOMBNI,
GB-NIC-100733,Sugar and Spice Early Years Centre,
GB-NIC-100737,BDBC,
GB-NIC-100738,The Playtrail,
GB-NIC-100741,Royal Black Institution,
GB-NIC-100744,EBM,
GB-NIC-100746,LGBT Northern Ireland,
GB-NIC-100747,NIPCA,
GB-NIC-100748,DDA,
GB-NIC-100751,Flame Gasworks Museum,
GB-NIC-100752,CHRYSALIS,
GB-NIC-100753,AMH,
GB-NIC-100755,No More Traffik,
GB-NIC-100758,Home Accident Prevention (Newtownabbey),
GB-NIC-100760,IAM Belfast,
GB-NIC-100762,Bloody Sunday Trust,
GB-NIC-100767,Shelter NI,
GB-NIC-100769,GYCA,
GB-NIC-100770,COALISLAND TRAINING SERVICES LIMITED,
GB-NIC-100771,CORM,
GB-NIC-100772,HIFSG,
GB-NIC-100773,Towell House Residential Home,
GB-NIC-100776,The Donald Dawson Memorial Trust (Dr Dawson Memorial Trust),
GB-NIC-100781,RCH,
GB-NIC-100783,DAA,
GB-NIC-100784,NIRT,
GB-NIC-100786,NIASP,
GB-NIC-100789,CASNI,
GB-NIC-100794,CCA,
GB-NIC-100797,Northdown CFC,
GB-NIC-100798,Spud Bears Ministry,
GB-NIC-100799,CCA,
GB-NIC-100802,RVEF (Roe Valley Education Forum),
GB-NIC-100803,Studio Souk,
GB-NIC-100806,Action Renewables,
GB-NIC-100807,Fermanagh CAB,
GB-NIC-100808,The MAC,
GB-NIC-100812,CIEF,
GB-NIC-100813,SMSNG Juniors,
GB-NIC-100814,OCCC,
GB-NIC-100815,FOHS,
GB-NIC-100817,BNHPS or Belfast Society,
GB-NIC-100818,BBT,
GB-NIC-100819,MGF,
GB-NIC-100820,VAST,
GB-NIC-100823,MUCCC,
GB-NIC-100827,WHP,
GB-NIC-100828,BMW,
GB-NIC-100833,Calgach Singers,
GB-NIC-100835,QSS,
GB-NIC-100838,NWFC,
GB-NIC-100840,CADCFA,
GB-NIC-100841,Aisling Ghéar Theatre Company Limited,
GB-NIC-100848,Oxfam Ireland,
GB-NIC-100851,AnNua,
GB-NIC-100856,TFS Downpatrick,
GB-NIC-100861,Eagles,
GB-NIC-100862,DYCDA,
GB-NIC-100865,Learning To Grow (LTG),
GB-NIC-100869,Ballougry,
GB-NIC-100872,BelfastTrad (Traditional Music and Dance Society),
GB-NIC-100873,FCMG,
GB-NIC-100877,James McCord Bursary,
GB-NIC-100885,Ahoghill Playgroup,
GB-NIC-100892,RVHLSG,
GB-NIC-100893,BFR Parish Caring Association,
GB-NIC-100895,NISF,
GB-NIC-100896,"Laurencetown, Lenaderg and Tullylish Community Association",
GB-NIC-100898,GASLIGHT MEDIA TRUST,
GB-NIC-100900,CDCA,
GB-NIC-100906,LOCA,
GB-NIC-100908,AAVSNI,
GB-NIC-100910,FSLOSA,
GB-NIC-100912,Jack & Jill Childcare,
GB-NIC-100918,KIDS INN,
GB-NIC-100920,KCA,
GB-NIC-100923,MACS Supporting Children & Young People,
GB-NIC-100926,Fermanagh Voluntary Association of the Disabled,
GB-NIC-100931,CCA,
GB-NIC-100935,MNI,
GB-NIC-100937,Enniskillen Model PTA,
GB-NIC-100946,Hannah's Fund for Ethiopia,
GB-NIC-100948,Trillick 2020,
GB-NIC-100954,SAR,
GB-NIC-100956,Threshold,
GB-NIC-100967,HAP Larne,
GB-NIC-100972,YFCU,
GB-NIC-100975,NIFSA,
GB-NIC-100980,Holywood Irish Society,
GB-NIC-100981,The Journey,
GB-NIC-100983,The Black Box,
GB-NIC-100984,"CEF, CEF Ireland, CEF of Ireland",
GB-NIC-100986,USCN,
GB-NIC-100987,AEL,
GB-NIC-100988,CAN/Compass,
GB-NIC-100990,Golden River,
GB-NIC-100995,AHRA,
GB-NIC-100996,Southwell Flats,
GB-NIC-100997,M.S. Oxygen Therapy Centre Newry,
GB-NIC-101001,KILCOOLEY WOMEN'S CENTRE,
GB-NIC-101002,Yellow Ribbon Ask 4 Help,
GB-NIC-101004,Belly Laughs,
GB-NIC-101005,ACDL,
GB-NIC-101009,Deanby Youth Club,
GB-NIC-101010,MPDA,
GB-NIC-101015,Pig ReGen,
GB-NIC-101016,Tobermore Community Projects,
GB-NIC-101018,Rainbow Community Childcare,
GB-NIC-101025,no,
GB-NIC-101029,Dreamstore (UK),
GB-NIC-101030,BCDG,
GB-NIC-101034,ETT,
GB-NIC-101036,Kinship Care NI,
GB-NIC-101037,(formerly known as Fountain Dance Association),
GB-NIC-101039,N.I. Alternatives Ltd,
GB-NIC-101040,Rehab Youth,
GB-NIC-101041,Forge IPS PTA,
GB-NIC-101050,shackletonaviationandspacemuseum,
GB-NIC-101051,LNR,
GB-NIC-101054,The Resurgam Trust,
GB-NIC-101056,PHSI,
GB-NIC-101062,Aughrim assembly,
GB-NIC-101063,DCC,
GB-NIC-101065,Omawest,
GB-NIC-101067,Cairn Lodge A.B.C.,
GB-NIC-101068,Void,
GB-NIC-101071,no,
GB-NIC-101074,NIEL,
GB-NIC-101078,Woodford Hall,
GB-NIC-101082,CMCA,
GB-NIC-101083,MDDI,
GB-NIC-101084,NRC,
GB-NIC-101091,Friends' School PTA,
GB-NIC-101096,Aisling Centre,
GB-NIC-101097,Golden Thread Gallery Ltd,
GB-NIC-101098,DRDA,
GB-NIC-101100,Studio-NI.org,
GB-NIC-101102,Charity Number - DX725580,
GB-NIC-101103,Daneo Human and Spiritual Development Services,
GB-NIC-101104,UYO,
GB-NIC-101107,NSPCI - Ballyclare,
GB-NIC-101109,APC,
GB-NIC-101112,WYR,
GB-NIC-101125,GEMS NI,
GB-NIC-101126,NITECA,
GB-NIC-101127,MAG,
GB-NIC-101128,FCDA,
GB-NIC-101132,CHRISTIAN ENDEAVOUR IRELAND,
GB-NIC-101135,GFCF,
GB-NIC-101136,GBPT,
GB-NIC-101137,FTNA,
GB-NIC-101142,Decorum NI,
GB-NIC-101143,Drumnakilly School Group,
GB-NIC-101146,Rhythm,
GB-NIC-101148,CLC,
GB-NIC-101150,CBLS,
GB-NIC-101159,PARS,
GB-NIC-101160,MGECA,
GB-NIC-101161,LSAR,
GB-NIC-101164,Gort Kids,
GB-NIC-101169,NDTL,
GB-NIC-101172,Every Home Crusade,
GB-NIC-101173,North Antrim Community Network Limited,
GB-NIC-101179,HCT Ardoyne,
GB-NIC-101185,CDSME Ltd,
GB-NIC-101187,SCANI,
GB-NIC-101188,GMEA,
GB-NIC-101190,BMS,
GB-NIC-101191,ARCA,
GB-NIC-101192,Lisburn Enterprise Organisation Limited,
GB-NIC-101196,Annsborough Community Forum,
GB-NIC-101199,UFRC,
GB-NIC-101202,FSWC,
GB-NIC-101203,NIPF,
GB-NIC-101204,Share Centre,
GB-NIC-101205,Irish Landmark Trust,
GB-NIC-101206,The Scout Foundation (N.I.),
GB-NIC-101208,Light 'n' Life Tabernacle,
GB-NIC-101212,F.S.,
GB-NIC-101225,St. Johns Lurgan,
GB-NIC-101227,Annalong Parish is known in local area as Kilhorne,
GB-NIC-101234,"SARDA (Ireland North) , SARDA (IN)",
GB-NIC-101235,GYP,
GB-NIC-101236,GK House,
GB-NIC-101239,ASCERT,
GB-NIC-101243,LCDP,
GB-NIC-101244,Broomhedge,
GB-NIC-101245,Christ Church Lisburn,
GB-NIC-101248,UGV,
GB-NIC-101249,Springboard,
GB-NIC-101253,Carrickfergus Mencap,
GB-NIC-101257,No,
GB-NIC-101258,TCDA,
GB-NIC-101259,NSCF,
GB-NIC-101260,H.F.C.,
GB-NIC-101261,YWAM (NI),
GB-NIC-101263,RSUA,
GB-NIC-101264,The Potter's House Fellowship,
GB-NIC-101267,Nation Builders,
GB-NIC-101268,Asha,
GB-NIC-101269,ddani,
GB-NIC-101271,BCM,
GB-NIC-101280,GDI,
GB-NIC-101283,G H S,
GB-NIC-101284,HOW,
GB-NIC-101286,KRF,
GB-NIC-101287,Heartbeat-NI,
GB-NIC-101289,Dromore NSP Church,
GB-NIC-101290,OWAN,
GB-NIC-101292,Bee Heard,
GB-NIC-101293,NVMT,
GB-NIC-101300,St Mary's FC,
GB-NIC-101307,Cancer Focus NI,
GB-NIC-101308,ARK KINGDOM MINISTRIES,
GB-NIC-101310,ESDF,
GB-NIC-101311,RFJ,
GB-NIC-101314,LMHRNI,
GB-NIC-101317,GMD,
GB-NIC-101324,CYC,
GB-NIC-101328,ULTACH; Ulster Language Tradition and Cultural Heritage (ULTACH) Trust; ULTACH Trust; Iontaobhas ULTACH,
GB-NIC-101332,CADA NI,
GB-NIC-101337,NIIF,
GB-NIC-101338,Crossgar Pre-school and playgroup,
GB-NIC-101341,YouthBank International or YBI,
GB-NIC-101346,MAPS of West Tyrone (MAPS),
GB-NIC-101347,BAC,
GB-NIC-101351,Age Concern EB&C (Ind),
GB-NIC-101355,SENAC,
GB-NIC-101357,NCIT,
GB-NIC-101358,Ballymote Centre for Community & Business,
GB-NIC-101359,The Confederation of Community Groups of Newry and District,
GB-NIC-101362,Belfast U3A,
GB-NIC-101373,ALT,
GB-NIC-101374,NCEA,
GB-NIC-101377,JINI,
GB-NIC-101381,RAMS,
GB-NIC-101384,UHRW,
GB-NIC-101385,Positive Futures,
GB-NIC-101393,SRCF,
GB-NIC-101394,Loughshore Care Partnership,
GB-NIC-101398,Acts Ministries International Ireland,
GB-NIC-101402,BENMORE COMMUNITY PLAYGROUP,
GB-NIC-101408,FCBYO,
GB-NIC-101411,CiNI,
GB-NIC-101414,Centre for Contemporary Arts Derry-Londonderry,
GB-NIC-101415,TLMI,
GB-NIC-101416,Mallusk Enterprise Park,
GB-NIC-101421,The Beeches Community Creche,
GB-NIC-101424,"M&DCA, MCA, Millisle Community Association",
GB-NIC-101426,Caledon Vintage Rally Club,
GB-NIC-101428,Community Places,
GB-NIC-101431,SBR,
GB-NIC-101434,KCCC,
GB-NIC-101439,Ballinderry Parish Church,
GB-NIC-101440,ADF,
GB-NIC-101441,St. John Stoneyford,
GB-NIC-101442,Portadown/Knocknamuckley/St.Matthias/Down&Dromore/Church of Ireland,
GB-NIC-101443,Seagoe,
GB-NIC-101447,BYCC,
GB-NIC-101451,TTB,
GB-NIC-101454,MPCA,
GB-NIC-101459,Red Sails Festival,
GB-NIC-101460,BIG,
GB-NIC-101461,BLS,
GB-NIC-101463,FDSS,
GB-NIC-101466,OCH,
GB-NIC-101469,WNP,
GB-NIC-101470,O.S.S.O.C,
GB-NIC-101471,Ballykeel Business Centre,
GB-NIC-101472,Ballymena Business Centre,
GB-NIC-101473,CMJ IRELAND,
GB-NIC-101476,CFC,
GB-NIC-101481,Acorn Business Centre,
GB-NIC-101482,Verbal,
GB-NIC-101483,HCFC,
GB-NIC-101484,RSCDG,
GB-NIC-101485,KAF,
GB-NIC-101488,S.C.A.,
GB-NIC-101493,Falls Council,
GB-NIC-101494,AYPF,
GB-NIC-101504,An Droichead,
GB-NIC-101505,ARC Ireland,
GB-NIC-101506,Agape Centre,
GB-NIC-101510,UAHS,
GB-NIC-101512,Springvale Learning,
GB-NIC-101514,Isla's Rainbow Of Hope,
GB-NIC-101515,FOSBA,
GB-NIC-101516,CDYF,
GB-NIC-101518,The Belfast Bus Drivers Appeal Committee,
GB-NIC-101519,Cleenish Cross Community Playgroup,
GB-NIC-101525,Armagh U3A,
GB-NIC-101532,Lagan Canal Trust,
GB-NIC-101534,Pais Project Northern Ireland Trust,
GB-NIC-101535,Dockers Amateur Boxing Club,
GB-NIC-101536,CVC,
GB-NIC-101542,Aghagallon Community Centre,
GB-NIC-101544,CHCG,
GB-NIC-101545,PEAT,
GB-NIC-101546,SALT,
GB-NIC-101547,Seagoe FC,
GB-NIC-101549,West Bann Development Ltd,
GB-NIC-101550,Glor Leim An Mhadaidh,
GB-NIC-101554,Bo Peeps Playgroup,
GB-NIC-101555,ULHT,
GB-NIC-101557,PAF,
GB-NIC-101562,The Dunanney Centre,
GB-NIC-101564,CHRA,
GB-NIC-101569,Conway Mill Preservation Trust Limited,
GB-NIC-101570,SEC,
GB-NIC-101572,Loughbrickland Courtyard,
GB-NIC-101575,BDP,
GB-NIC-101578,Terra Nova Productions,
GB-NIC-101580,St Saviour Craigavon,
GB-NIC-101581,Holy Trinity Soldierstown,
GB-NIC-101582,All Saints' Church Eglantine Parish,
GB-NIC-101583,St. Mark's Church (Ballymacash),
GB-NIC-101586,SILVER THREADS,
GB-NIC-101588,ADF,
GB-NIC-101590,CREATIVE EXCHANGE,
GB-NIC-101597,CORRYMEELA,
GB-NIC-101598,COSTA Ltd,
GB-NIC-101599,NIACRO,
GB-NIC-101600,North Belfast Women's Initiative and Support Project,
GB-NIC-101601,Cushendall Development Group,
GB-NIC-101603,A&B NI,
GB-NIC-101605,CCV,
GB-NIC-101608,Order of Malta,
GB-NIC-101609,Employers for Disability NI,
GB-NIC-101611,West Belfast Development Trust Ltd,
GB-NIC-101612,FMO,
GB-NIC-101616,NDAM,
GB-NIC-101617,Mens Action Network,
GB-NIC-101618,HAT,
GB-NIC-101622,MSA,
GB-NIC-101628,COSY Club,
GB-NIC-101631,Christian Aid,
GB-NIC-101632,NIABT,
GB-NIC-101634,ACET,
GB-NIC-101637,HAPANI,
GB-NIC-101639,GLM Community Association,
GB-NIC-101642,The Trustees of Commission OR Commission Radio,
GB-NIC-101643,Raidió Fáilte 107.1fm,
GB-NIC-101649,DDCA,
GB-NIC-101656,WOMEN'S INSTITUTE,
GB-NIC-101657,LIFT - Labour In Faith and Trust,
GB-NIC-101661,DHM,
GB-NIC-101662,CÓFLA,
GB-NIC-101668,Culture Trust,
GB-NIC-101669,USCDT,
GB-NIC-101671,The Peace People,
GB-NIC-101673,Magherally Parish Church,
GB-NIC-101675,"St John's Parish Church, Dromara",
GB-NIC-101677,St.John's Upper Kilwarlin,
GB-NIC-101681,COTN UK,
GB-NIC-101683,EEIT,
GB-NIC-101685,The Base,
GB-NIC-101691,LCAC,
GB-NIC-101695,UCM,
GB-NIC-101696,7th Heaven,
GB-NIC-101700,DRDG,
GB-NIC-101701,Please send info to c/o Denise Braniff - admin secretary,
GB-NIC-101703,Parish of Nativity Playgroup,
GB-NIC-101706,GGWG,
GB-NIC-101711,No,
GB-NIC-101713,ADA,
GB-NIC-101715,Bleary Farmers Hall Management (BFHM),
GB-NIC-101716,Youth For Christ International Foundation for the Nations,
GB-NIC-101718,Dungannon West Recycled Teenagers,
GB-NIC-101727,Have Your Tomorrow's (HURT),
GB-NIC-101728,E2A INCLUSIVE THEATRE GROUP,
GB-NIC-101730,The Forum,
GB-NIC-101731,NIID,
GB-NIC-101733,Newtownabbey Mental Health Awareness/Support Group,
GB-NIC-101736,St. Hilda's,
GB-NIC-101737,Glenavy Parish,
GB-NIC-101738,Derryvolgie/Derryvolgie/St Columba/Connor/Church of Ireland,
GB-NIC-101739,ST CATHERINES PARISH CHURCH,
GB-NIC-101742,PTA,
GB-NIC-101745,Ballycarry PTA,
GB-NIC-101747,SUPA,
GB-NIC-101749,Glencraig IPS PTA,
GB-NIC-101756,Parents and Friends of Sandelford School,
GB-NIC-101757,UMCC,
GB-NIC-101758,RSD PFTA,
GB-NIC-101761,Bronte PTA,
GB-NIC-101762,Rock Ministries (NI) Trust,
GB-NIC-101766,DJDC or FGC (Frank Gillen Centre),
GB-NIC-101768,Lymphoedema Support NI,
GB-NIC-101771,Northern Ireland Opera,
GB-NIC-101781,Camphill Community Clanabogan,
GB-NIC-101787,NCMNI,
GB-NIC-101788,Queen's University Belfast (QUB),
GB-NIC-101789,rachels place,
GB-NIC-101794,SOPYC,
GB-NIC-101797,MRA,
GB-NIC-101798,ANM,
GB-NIC-101804,EN Belfast,
GB-NIC-101811,"Historically, the Chemist Benevolent Fund",
GB-NIC-101816,OVC,
GB-NIC-101821,CAN,
GB-NIC-101824,BDFC,
GB-NIC-101826,Church of Ireland Board for Social Responsibility (Northern Ireland),
GB-NIC-101827,Urban Mission Initiatives,
GB-NIC-101829,Multiple Sclerosis Action Group Northern Ireland (Action MS),
GB-NIC-101830,Martin Residential Trust,
GB-NIC-101836,OYCT,
GB-NIC-101838,BSCR,
GB-NIC-101845,Get up & Grow GUAG,
GB-NIC-101848,Ulster Wildlife,
GB-NIC-101850,EBIAC,
GB-NIC-101853,trading as One Eighty Degrees Restaurant,
GB-NIC-101854,BBI,
GB-NIC-101855,GP,
GB-NIC-101856,DHC GROUP,
GB-NIC-101857,Bangor Community Church,
GB-NIC-101866,WWGO,
GB-NIC-101869,TinyLife,
GB-NIC-101871,The Plum Club,
GB-NIC-101872,NO,
GB-NIC-101873,NIMC,
GB-NIC-101883,FHMI,
GB-NIC-101886,DCCA,
GB-NIC-101890,Dance Resource Base,
