org_id_a,org_id_b,org_name,relationship,source
GB-CHC-1133946,GB-CHC-1179247,BOGNOR REGIS BAPTIST CHURCH,sameas,"Charity Reregistrations"
GB-CHC-296673,GB-CHC-1176724,BOLENOWE ANIMAL SANCTUARY,sameas,"Charity Reregistrations"
GB-CHC-1136393,GB-CHC-1179468,BORTH FAMILY CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1029120,GB-CHC-1171998,BRADBOURNE PARK PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-231957,GB-CHC-1173985,BRADFORD SAMARITANS,sameas,"Charity Reregistrations"
GB-CHC-1088047,GB-CHC-1138866,BREAST CANCER UK LIMITED,sameas,"Charity Reregistrations"
GB-CHC-1075345,GB-CHC-1180841,BRECON BEACONS PARK SOCIETY,sameas,"Charity Reregistrations"
GB-CHC-1005207,GB-CHC-1172358,BRENTWOOD SCHOOLS CHRISTIAN WORKER TRUST,sameas,"Charity Reregistrations"
GB-CHC-1092481,GB-CHC-1170578,BRIDGE2AID,sameas,"Charity Reregistrations"
GB-CHC-1151894,GB-CHC-1181045,BRIDGNORTH BAPTIST CHURCH,sameas,"Charity Reregistrations"
GB-CHC-283743,GB-CHC-1173302,BRIGHTON FESTIVAL CHORUS,sameas,"Charity Reregistrations"
GB-CHC-1137437,GB-CHC-1171020,BRIGHTON GAY MEN'S CHORUS,sameas,"Charity Reregistrations"
GB-CHC-277462,GB-CHC-1179331,BRISTOL CHILDREN'S PLAYHOUSE LIMITED,sameas,"Charity Reregistrations"
GB-CHC-313008,GB-CHC-1171510,BRITISH FRIENDS OF THE ART MUSEUMS OF ISRAEL,sameas,"Charity Reregistrations"
GB-CHC-1106218,GB-CHC-1179578,BRITISH GAS ENERGY TRUST,sameas,"Charity Reregistrations"
GB-CHC-1148748,GB-CHC-1179328,BRITISH ORTHOPAEDIC RESEARCH SOCIETY,sameas,"Charity Reregistrations"
GB-CHC-1122686,GB-CHC-1173066,BRITISH SIKH COUNCIL UK,sameas,"Charity Reregistrations"
GB-CHC-289804,GB-CHC-1161206,BRITISH SOCIETY FOR MIDDLE EASTERN STUDIES,sameas,"Charity Reregistrations"
GB-CHC-1146062,GB-CHC-1175103,BRIXHAM BAPTIST CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1050319,GB-CHC-1163200,BRIXHAM COMMUNITY CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1105065,GB-CHC-1174311,BROAD HAVEN PLAYGROUP,sameas,"Charity Reregistrations"
GB-CHC-1084435,GB-CHC-1158546,BROOKFIELD SPACEPLACE,sameas,"Charity Reregistrations"
GB-CHC-1094725,GB-CHC-1154732,BROOKSIDE OUT OF SCHOOL CARE CLUB,sameas,"Charity Reregistrations"
GB-CHC-700579,GB-CHC-1169331,BROWN EDGE VILLAGE HALL LIMITED,sameas,"Charity Reregistrations"
GB-CHC-700010,GB-CHC-1177049,BUBWITH LEISURE AND SPORTS CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1031074,GB-CHC-1177997,BURROUGH GREEN PLAYGROUP,sameas,"Charity Reregistrations"
GB-CHC-522898,GB-CHC-1166381,BURTON GREEN VILLAGE HALL,sameas,"Charity Reregistrations"
GB-CHC-510208,GB-CHC-1180329,BURTON HOSPITALS LEAGUE OF FRIENDS,sameas,"Charity Reregistrations"
GB-CHC-517576,GB-CHC-1178752,BUTTERSHAW (ST PAUL'S) CHURCH AMATEUR OPERATIC AND DRAMATIC SOCIETY,sameas,"Charity Reregistrations"
GB-CHC-1149407,GB-CHC-1168084,BUTTERSHAW BAPTIST CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1030418,GB-CHC-1167636,CAEN CATERPILLARS,sameas,"Charity Reregistrations"
GB-CHC-267371,GB-CHC-1114201,CALDECOTE VILLAGE INSTITUTE LIMITED,sameas,"Charity Reregistrations"
GB-CHC-1061979,GB-CHC-1103593,CALVARY CHAPEL WESTMINSTER LIMITED,sameas,"Charity Reregistrations"
GB-CHC-286098,GB-CHC-1179871,CAMBRIDGE RAPE CRISIS CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1044685,GB-CHC-1180646,CAMP SIMCHA,sameas,"Charity Reregistrations"
GB-CHC-1127789,GB-CHC-1179894,CANTERBURY BAPTIST CHURCH,sameas,"Charity Reregistrations"
GB-CHC-271366,GB-CHC-1179661,CAPEL COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1097490,GB-CHC-1165786,CAPTAIN COOK SCHOOLROOM MUSEUM TRUST,sameas,"Charity Reregistrations"
GB-CHC-1101478,GB-CHC-1170760,CARE OF POLICE SURVIVORS,sameas,"Charity Reregistrations"
GB-CHC-295490,GB-CHC-1170610,CARIBB YOUTH AND COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-519138,GB-CHC-1174982,CARING FOR LIFE,sameas,"Charity Reregistrations"
GB-CHC-1036725,GB-CHC-1177864,CARMEL PLAYGROUP AND TODDLERS,sameas,"Charity Reregistrations"
GB-CHC-1027838,GB-CHC-1176942,CARRICK MIND,sameas,"Charity Reregistrations"
GB-CHC-299702,GB-CHC-1173378,CARRINGTON PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-1137274,GB-CHC-1142482,CATHOLIC VOICES,sameas,"Charity Reregistrations"
GB-CHC-1167784,GB-CHC-1181257,CAVERSHAM BAPTIST CHURCH,sameas,"Charity Reregistrations"
GB-CHC-237536,GB-CHC-237537,"CHARITY OF GEORGE, LORD RIVERS",sameas,"Charity Reregistrations"
GB-CHC-232975,GB-CHC-1180337,CHARITY OF ISABELLA SOPHIA LEANDER,sameas,"Charity Reregistrations"
GB-CHC-243833,GB-CHC-1154464,CHARLES EDWARD SUGDEN'S ALMSHOUSES,sameas,"Charity Reregistrations"
GB-CHC-1028284,GB-CHC-1168970,CHASEWELL NURSERY,sameas,"Charity Reregistrations"
GB-CHC-288139,GB-CHC-1166903,CHEDDAR VALLEY COMMUNITY CHURCH,sameas,"Charity Reregistrations"
GB-CHC-700688,GB-CHC-1181355,CHESTER ORCHESTRAL SOCIETY,sameas,"Charity Reregistrations"
GB-CHC-274325,GB-CHC-1172807,CHILD GROWTH FOUNDATION,sameas,"Charity Reregistrations"
GB-CHC-287866,GB-CHC-1155935,CHILDREN IN NEED FUND,sameas,"Charity Reregistrations"
GB-CHC-1143820,GB-CHC-1177221,CHOOSE LIFE THE PRISONERS INITIATIVE,sameas,"Charity Reregistrations"
GB-CHC-1147114,GB-CHC-1174283,CHRIST CHURCH COTTINGHAM,sameas,"Charity Reregistrations"
GB-CHC-258003,GB-CHC-1105851,CHRISTIAN AID,sameas,"Charity Reregistrations"
GB-CHC-253426,GB-CHC-1177663,CHRISTIAN RESPONSIBILITY IN PUBLIC AFFAIRS,sameas,"Charity Reregistrations"
GB-CHC-233757,GB-CHC-1180341,CHURCHES HOUSING AID SOCIETY,sameas,"Charity Reregistrations"
GB-CHC-245421,GB-CHC-1171835,CITY OF CHELMSFORD MENCAP,sameas,"Charity Reregistrations"
GB-CHC-1167797,GB-CHC-1175153,CLARE DALY FOUNDATION,sameas,"Charity Reregistrations"
GB-CHC-313143,GB-CHC-1179639,CLARK FOUNDATION,sameas,"Charity Reregistrations"
GB-CHC-1067839,GB-CHC-1180381,CLAYGATE RECREATION GROUND TRUST,sameas,"Charity Reregistrations"
GB-CHC-254001,GB-CHC-1177471,CLIFFORD CHAMBERS RELIEF IN NEED CHARITIES,sameas,"Charity Reregistrations"
GB-CHC-1143568,GB-CHC-1172545,CLOVERLEAF CHRISTIAN CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1147633,GB-CHC-1171773,CMV ACTION,sameas,"Charity Reregistrations"
GB-CHC-1049163,GB-CHC-1173996,COASTLANDS COMMUNITY CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1041160,GB-CHC-1174604,COLD ASH PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-1014569,GB-CHC-1176483,COLEY PARK COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1106550,GB-CHC-1179231,COLNE VALLEY MUSEUM,sameas,"Charity Reregistrations"
GB-CHC-1102700,GB-CHC-1175029,COMBERTON PLAYGROUP,sameas,"Charity Reregistrations"
GB-CHC-1019309,GB-CHC-1154126,CORNERSTONE MINISTRIES,sameas,"Charity Reregistrations"
GB-CHC-225223,GB-CHC-1180835,COTSWOLD PLAYERS,sameas,"Charity Reregistrations"
GB-CHC-1134765,GB-CHC-1180647,COVENTRY SOMALI MUSLIM COMMUNITY TRUST,sameas,"Charity Reregistrations"
GB-CHC-1077544,GB-CHC-1177965,COYTRAHEN COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-211299,GB-CHC-1162419,CPRE HERTFORDSHIRE,sameas,"Charity Reregistrations"
GB-CHC-1087953,GB-CHC-1174869,CRAWLEY COMMUNITY CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1152794,GB-CHC-1179761,CREATEBOLTON,sameas,"Charity Reregistrations"
GB-CHC-1136344,GB-CHC-1175834,CROSSROADS FUN AND FRIENDSHIP CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1112426,GB-CHC-1169056,CROWNWAY COMMUNITY CENTRE,sameas,"Charity Reregistrations"
GB-CHC-702536,GB-CHC-1173203,CROXDALE COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1173412,GB-CHC-1178733,CUCKFIELD PRESCHOOL PLAYGROUP,sameas,"Charity Reregistrations"
GB-CHC-1076134,GB-CHC-1179237,CUDDLY KOALAS BROUGHTON MOOR PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-1086881,GB-CHC-1181157,CYLCH MEITHRIN BRO CERNYW,sameas,"Charity Reregistrations"
GB-CHC-1175138,GB-CHC-1181609,CYLCH MEITHRIN CLOCAENOG,sameas,"Charity Reregistrations"
GB-CHC-1054868,GB-CHC-1174022,CYLCH MEITHRIN COED DUON,sameas,"Charity Reregistrations"
GB-CHC-1092600,GB-CHC-1180309,CYLCH MEITHRIN LLANSANNAN,sameas,"Charity Reregistrations"
GB-CHC-1054323,GB-CHC-1179352,CYLCH MEITHRIN YR EIFL,sameas,"Charity Reregistrations"
GB-CHC-1122784,GB-CHC-1179638,DANBURY MISSION CHURCH,sameas,"Charity Reregistrations"
GB-CHC-510881,GB-CHC-1177739,DAWDON YOUTH AND COMMUNITY CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1135523,GB-CHC-1178345,DAWLISH CHRISTIAN FELLOWSHIP,sameas,"Charity Reregistrations"
GB-CHC-525913,GB-CHC-1117339,DELAMERE FOREST SCHOOL LIMITED,sameas,"Charity Reregistrations"
GB-CHC-1075953,GB-CHC-1181263,DERBY CHAMBER MUSIC SOCIETY,sameas,"Charity Reregistrations"
GB-CHC-228388,GB-CHC-1178877,DERBYSHIRE FEDERATION OF WOMEN'S INSTITUTES,sameas,"Charity Reregistrations"
GB-CHC-1071578,GB-CHC-1179302,DERRINGTON MILLENNIUM GREEN TRUST,sameas,"Charity Reregistrations"
GB-CHC-1138889,GB-CHC-1180264,DEVON FREEWHEELERS,sameas,"Charity Reregistrations"
GB-CHC-517577,GB-CHC-1174183,DIPTON COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-514083,GB-CHC-1176578,DISABILITY ARTS CYMRU,sameas,"Charity Reregistrations"
GB-CHC-1005728,GB-CHC-1180287,DISASTER ACTION,sameas,"Charity Reregistrations"
GB-CHC-1019854,GB-CHC-1175179,DISLEY UNDER FIVES,sameas,"Charity Reregistrations"
GB-CHC-1165920,GB-CHC-1181064,DIYYA,sameas,"Charity Reregistrations"
GB-CHC-259447,GB-CHC-1179390,DROYLSDEN LITTLE THEATRE,sameas,"Charity Reregistrations"
GB-CHC-1014948,GB-CHC-1178756,DRUKPA TRUST,sameas,"Charity Reregistrations"
GB-CHC-1026269,GB-CHC-1164590,DUNMORE PRESCHOOL,sameas,"Charity Reregistrations"
GB-CHC-277394,GB-CHC-1167137,DUNSTER SHOW SOCIETY,sameas,"Charity Reregistrations"
GB-CHC-1150992,GB-CHC-1181647,EAST GRINSTEAD STREET PASTORS,sameas,"Charity Reregistrations"
GB-CHC-1074250,GB-CHC-1173900,EAST HOLTON DRIVING CENTRE GROUP OF THE RIDING FOR THE DISABLED ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1000317,GB-CHC-1180168,EAST HORSLEY VILLAGE HALL,sameas,"Charity Reregistrations"
GB-CHC-206886,GB-CHC-1173918,EAST SUFFOLK ASSOCIATION FOR THE BLIND,sameas,"Charity Reregistrations"
GB-CHC-1060175,GB-CHC-1168994,EAST TEIGNBRIDGE COMMUNITY TRANSPORT ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1064452,GB-CHC-1168964,EAST WILLIAMSTON COMMUNITY AND HALL ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1001654,GB-CHC-1171775,EASTBOURNE OPERATIC AND DRAMATIC SOCIETY,sameas,"Charity Reregistrations"
GB-CHC-1072897,GB-CHC-1176549,EASTERLEIGH ANIMAL SANCTUARY,sameas,"Charity Reregistrations"
GB-CHC-502640,GB-CHC-1177355,EASTHAM MEMORIAL HALL,sameas,"Charity Reregistrations"
GB-CHC-1145264,GB-CHC-1174965,EASTSIDE CENTRE LIMITED,sameas,"Charity Reregistrations"
GB-CHC-209145,GB-CHC-1181201,EGYPT DIOCESAN ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1122027,GB-CHC-1179318,ELEPHANTS FOR AFRICA,sameas,"Charity Reregistrations"
GB-CHC-269793,GB-CHC-1181509,EMSWORTH COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1039760,GB-CHC-1177333,ENDCLIFFE PLAYGROUP,sameas,"Charity Reregistrations"
GB-CHC-1027774,GB-CHC-1156527,ENSTONE PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-1051470,GB-CHC-1160744,EPPING FOREST HOUSING AID SCHEME,sameas,"Charity Reregistrations"
GB-CHC-503262,GB-CHC-1173704,EREWASH CANAL PRESERVATION AND DEVELOPMENT ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-1093606,GB-CHC-1165215,ERITREAN SAHO COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-301447,GB-CHC-1163658,ESSEX BOYS AND GIRLS CLUBS,sameas,"Charity Reregistrations"
GB-CHC-803742,GB-CHC-1171021,ESSEX CHRISTIAN CAMP,sameas,"Charity Reregistrations"
GB-CHC-215349,GB-CHC-1177292,ESSEX PROVINCIAL CHARITY FUND,sameas,"Charity Reregistrations"
GB-CHC-1094888,GB-CHC-1172020,EUROPEAN SOCIETY OF THORACIC SURGEONS,sameas,"Charity Reregistrations"
GB-CHC-1013288,GB-CHC-1126438,EUROVISION MISSION TO EUROPE,sameas,"Charity Reregistrations"
GB-CHC-1052759,GB-CHC-1172868,EXCEL CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1011410,GB-CHC-1158057,EXMOUTH AND DISTRICT COMMUNITY TRANSPORT GROUP,sameas,"Charity Reregistrations"
GB-CHC-1119866,GB-CHC-1177770,EYE HOPE,sameas,"Charity Reregistrations"
GB-CHC-247875,GB-CHC-247876,F HAMEYER POOR FUND (COMMONLY KNOWN AS THE MANSFIELD POOR TRUSTS),sameas,"Charity Reregistrations"
GB-CHC-1100304,GB-CHC-1141162,FAHAMU TRUST,sameas,"Charity Reregistrations"
GB-CHC-1037782,GB-CHC-1168193,FAMILIES RELIEF,sameas,"Charity Reregistrations"
GB-CHC-1110917,GB-CHC-1171177,FAMILY RESTORATION CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1004911,GB-CHC-1139349,FARA FOUNDATION,sameas,"Charity Reregistrations"
GB-CHC-1089643,GB-CHC-1177339,FAREHAM LIONS CLUB,sameas,"Charity Reregistrations"
GB-CHC-223383,GB-CHC-1174761,FARNBOROUGH VILLAGE HALL,sameas,"Charity Reregistrations"
GB-CHC-1027436,GB-CHC-1180736,FAVERSHAM UMBRELLA,sameas,"Charity Reregistrations"
GB-CHC-291333,GB-CHC-1165603,FEED THE MINDS,sameas,"Charity Reregistrations"
GB-CHC-1098340,GB-CHC-1168810,FELLING MAGPIES YOUNG PEOPLES CLUB,sameas,"Charity Reregistrations"
GB-CHC-1103648,GB-CHC-1179855,FELLOWSHIP OF FAITHS FOR ONE RACE,sameas,"Charity Reregistrations"
GB-CHC-272410,GB-CHC-1174735,FEMINIST LIBRARY AND INFORMATION CENTRE,sameas,"Charity Reregistrations"
GB-CHC-1023780,GB-CHC-1172764,FERRING FUNTIME COMMUNITY PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-1008435,GB-CHC-1134374,FLAME TRUST LIMITED,sameas,"Charity Reregistrations"
GB-CHC-1128240,GB-CHC-1164766,FLEET BAPTIST CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1134820,GB-CHC-1177248,FLITWICK BAPTIST CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1075678,GB-CHC-1149203,FOOTBALL UNITES RACISM DIVIDES EDUCATIONAL TRUST,sameas,"Charity Reregistrations"
GB-CHC-1106633,GB-CHC-1179640,FOREST HALL YOUNG PEOPLES CLUB,sameas,"Charity Reregistrations"
GB-CHC-305223,GB-CHC-1166254,FOREST ROW VILLAGE HALL,sameas,"Charity Reregistrations"
GB-CHC-1150885,GB-CHC-1172790,FRAMPTON PARK BAPTIST CHURCH,sameas,"Charity Reregistrations"
GB-CHC-1096940,GB-CHC-1167484,FREE UK GENEALOGY,sameas,"Charity Reregistrations"
GB-CHC-1139657,GB-CHC-1174724,FREEDOM CHARITY,sameas,"Charity Reregistrations"
GB-CHC-298605,GB-CHC-1181027,FRIENDS OF BROMPTON CEMETERY,sameas,"Charity Reregistrations"
GB-CHC-1150091,GB-CHC-1181644,FRIENDS OF COTTERIDGE PARK,sameas,"Charity Reregistrations"
GB-CHC-1078631,GB-CHC-1175535,FRIENDS OF KING ALFRED BUSES,sameas,"Charity Reregistrations"
GB-CHC-1128226,GB-CHC-1171905,FRIENDS OF THE HARRIS GARDEN,sameas,"Charity Reregistrations"
GB-CHC-1063450,GB-CHC-1172409,FRIENDS OF WEST NORWOOD CEMETERY,sameas,"Charity Reregistrations"
GB-CHC-1121790,GB-CHC-1176991,FRIENDS OF WINDMILL GARDENS,sameas,"Charity Reregistrations"
GB-CHC-520051,GB-CHC-1178454,FRODSHAM COMMUNITY ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-214046,GB-CHC-1170048,GAINSBOROUGH'S HOUSE SOCIETY,sameas,"Charity Reregistrations"
GB-CHC-1058379,GB-CHC-1179233,GATESHEAD HATZOLA,sameas,"Charity Reregistrations"
GB-CHC-1069389,GB-CHC-1101914,GATEWAY (EDUCATION & CHILDCARE) TRUST LIMITED,sameas,"Charity Reregistrations"
GB-CHC-1132157,GB-CHC-1171914,GLORY AND FIRE MINISTRIES INTERNATIONAL,sameas,"Charity Reregistrations"
GB-CHC-1139142,GB-CHC-1175271,GLOUCESTER STREET PASTORS,sameas,"Charity Reregistrations"
GB-CHC-1024467,GB-CHC-1180435,GOOSTREY PRE-SCHOOL,sameas,"Charity Reregistrations"
GB-CHC-1107588,GB-CHC-1156871,GRACE CHURCH MILTON KEYNES,sameas,"Charity Reregistrations"
GB-CHC-1103419,GB-CHC-1175373,GRACE CHURCH NOTTINGHAM,sameas,"Charity Reregistrations"
GB-CHC-1129169,GB-CHC-1180195,GRACE COMMUNITY CHURCH BEDFORD,sameas,"Charity Reregistrations"
GB-CHC-523429,GB-CHC-1162272,GRENFELL CLUB,sameas,"Charity Reregistrations"
GB-CHC-1113207,GB-CHC-1158499,GREYHOUND GAP,sameas,"Charity Reregistrations"
GB-CHC-250102,GB-CHC-1163210,HALIFAX AND DISTRICT YOUNG MEN'S CHRISTIAN ASSOCIATION,sameas,"Charity Reregistrations"
GB-CHC-299633,GB-CHC-1181370,HAMPSHIRE AND THE ISLANDS HISTORIC CHURCHES TRUST,sameas,"Charity Reregistrations"
